segment_id	char_range	frame_range	speaker_id	document_id
1006b33f-8a3b-4a2d-958f-6b29b9aa34c9	[49725, 49731)	[5000, 5008)	T1_GP2_notes	BE_2019_001_T_ELAN
066e828e-d923-4fb3-b23a-9d0e90a910d7	[49731, 49736)	[5526, 5548)	T1_GP2_notes	BE_2019_001_T_ELAN
61fbc32e-c13d-4f10-9419-af0c91e13de6	[49736, 49741)	[5610, 5658)	T1_GP2_notes	BE_2019_001_T_ELAN
c41fd65e-cee4-41b6-8245-dc59b6a4e281	[49741, 49763)	[5671, 5692)	T1_GP2_notes	BE_2019_001_T_ELAN
4abf074c-6005-404e-89a3-5b1b46f0da86	[49763, 49768)	[5891, 5916)	T1_GP2_notes	BE_2019_001_T_ELAN
67753f30-20c9-4b47-96eb-51fb63cea7d7	[49768, 49773)	[6242, 6300)	T1_GP2_notes	BE_2019_001_T_ELAN
2773b895-d9eb-4637-a313-54c56af36dfc	[49773, 49778)	[6586, 6603)	T1_GP2_notes	BE_2019_001_T_ELAN
3e17f58a-39e8-42f0-a9e0-5f2cbaca4f14	[49778, 49783)	[6712, 6774)	T1_GP2_notes	BE_2019_001_T_ELAN
391753e9-2b5a-4882-ba66-b71d1186ee45	[49783, 49788)	[7107, 7129)	T1_GP2_notes	BE_2019_001_T_ELAN
1573fc1d-cf90-4add-be1e-373c918ee379	[49788, 49794)	[7141, 7158)	T1_GP2_notes	BE_2019_001_T_ELAN
8dbc06cc-e557-435a-9099-2cec4e469ca4	[49794, 49799)	[7886, 7922)	T1_GP2_notes	BE_2019_001_T_ELAN
df4f2d56-c6fe-4434-ae0b-6abb4e53c11b	[49799, 49815)	[8076, 8114)	T1_GP2_notes	BE_2019_001_T_ELAN
4a334871-9f9c-405f-aeba-8ae425c57581	[49815, 49831)	[8244, 8270)	T1_GP2_notes	BE_2019_001_T_ELAN
001e7407-7861-44eb-a5f6-b90bb250fba2	[49831, 49836)	[8860, 8897)	T1_GP2_notes	BE_2019_001_T_ELAN
8cc59886-e9c9-47cc-aa5f-56a04fd4880c	[49836, 49841)	[9794, 9858)	T1_GP2_notes	BE_2019_001_T_ELAN
4c27366a-4157-40d8-8d91-8f0e9d521ffa	[49841, 49846)	[10073, 10094)	T1_GP2_notes	BE_2019_001_T_ELAN
927c35b0-6da6-4c4e-a718-edbe820501bf	[49846, 49852)	[10105, 10117)	T1_GP2_notes	BE_2019_001_T_ELAN
99edfc2c-d109-4831-9c67-f4fc90e16617	[49852, 49857)	[10370, 10403)	T1_GP2_notes	BE_2019_001_T_ELAN
5b884a4d-c2ba-447c-bfb5-a4c10d9bc63b	[49857, 49862)	[11937, 11964)	T1_GP2_notes	BE_2019_001_T_ELAN
bd31a096-758d-4ce5-8a90-1dcba5918525	[49862, 49878)	[12052, 12091)	T1_GP2_notes	BE_2019_001_T_ELAN
2aaaf1e9-008f-4bc4-9054-27aecb7dcd64	[49878, 49883)	[12154, 12181)	T1_GP2_notes	BE_2019_001_T_ELAN
3e8ea326-6d15-452e-a0f4-ae41537cd8be	[49883, 49888)	[12270, 12284)	T1_GP2_notes	BE_2019_001_T_ELAN
805257f0-c5a5-4792-881d-d5fd35d7e199	[49888, 49893)	[12947, 12966)	T1_GP2_notes	BE_2019_001_T_ELAN
ab6f08ca-b347-435b-9f08-17cd82d4dfa4	[49893, 49898)	[15306, 15332)	T1_GP2_notes	BE_2019_001_T_ELAN
d5b0b01d-f7ef-4e29-b70b-f3fc7ea47e92	[49898, 49905)	[16176, 16196)	T1_GP2_notes	BE_2019_001_T_ELAN
b7bba777-3d1c-46c4-af74-045d92025f0c	[49905, 49910)	[16322, 16378)	T1_GP2_notes	BE_2019_001_T_ELAN
29239a69-e7fb-49a9-bfcd-3f60a68cbb56	[49910, 49916)	[16465, 16485)	T1_GP2_notes	BE_2019_001_T_ELAN
f1d6f3a4-d379-4ab2-8cbc-7c6d30012166	[49916, 49921)	[16532, 16564)	T1_GP2_notes	BE_2019_001_T_ELAN
173864d1-7e80-426a-8af6-aeab04fdac4f	[49921, 49926)	[18390, 18416)	T1_GP2_notes	BE_2019_001_T_ELAN
50f58a67-aec0-4f61-8204-2f9cb6fda728	[49926, 49932)	[19540, 19550)	T1_GP2_notes	BE_2019_001_T_ELAN
ce3b43c7-1ed6-4495-a738-e33d7556323a	[49932, 49937)	[20427, 20447)	T1_GP2_notes	BE_2019_001_T_ELAN
82490f7e-7e90-4501-af3c-3c78d549b9f3	[49937, 49942)	[20760, 20794)	T1_GP2_notes	BE_2019_001_T_ELAN
d5c7dd4b-fc45-4b5e-8dad-35c96c738653	[49942, 49950)	[21180, 21200)	T1_GP2_notes	BE_2019_001_T_ELAN
6ba5adc5-e499-4be9-8583-095650baaae9	[49950, 49955)	[21490, 21516)	T1_GP2_notes	BE_2019_001_T_ELAN
83d9170a-0680-4ee7-ba47-0f609e683caf	[49955, 49960)	[21729, 21754)	T1_GP2_notes	BE_2019_001_T_ELAN
32bdc963-355d-4e77-9809-ea3b09bddd03	[49960, 49974)	[22088, 22097)	T1_GP2_notes	BE_2019_001_T_ELAN
5a881ef0-a59a-4fb5-8eab-d6bc777055de	[49974, 49976)	[22097, 22108)	T1_GP2_notes	BE_2019_001_T_ELAN
b12750c2-1217-4f48-aee0-5985b825ef9d	[49976, 49981)	[24354, 24373)	T1_GP2_notes	BE_2019_001_T_ELAN
3be04e49-d77f-4c39-83c0-779635346add	[49981, 49986)	[25941, 25983)	T1_GP2_notes	BE_2019_001_T_ELAN
b918060c-024b-4d41-96d9-88f9e1a1a06c	[49986, 49991)	[28714, 28746)	T1_GP2_notes	BE_2019_001_T_ELAN
3b3b74dd-2ab5-4562-8b52-ef637ff8dc0f	[49991, 50141)	[28747, 28995)	T1_GP2_notes	BE_2019_001_T_ELAN
6b5ad9e1-040f-446b-9626-98e8eccf6992	[50141, 50157)	[29719, 29743)	T1_GP2_notes	BE_2019_001_T_ELAN
98b7b4f3-6596-4527-b3a0-8a55597c4d80	[50157, 50162)	[31170, 31187)	T1_GP2_notes	BE_2019_001_T_ELAN
0e55769e-5ed1-491b-bd60-dc1b8b559a28	[50162, 50168)	[32158, 32186)	T1_GP2_notes	BE_2019_001_T_ELAN
69363118-ab93-4043-b738-96e5b6c590c6	[50168, 50173)	[34870, 34884)	T1_GP2_notes	BE_2019_001_T_ELAN
6fedffc0-09c8-4083-80e2-4ba8e2a2e8a8	[50173, 50194)	[35062, 35084)	T1_GP2_notes	BE_2019_001_T_ELAN
0a9861a1-d6a4-4c8a-8b0b-05c43b62c96e	[50194, 50199)	[37000, 37034)	T1_GP2_notes	BE_2019_001_T_ELAN
ea05d39d-5fb5-413c-9d2d-018e5219ce56	[50199, 50243)	[37035, 37106)	T1_GP2_notes	BE_2019_001_T_ELAN
38c342ab-f315-498e-a193-f7dfff478118	[50243, 50248)	[39402, 39449)	T1_GP2_notes	BE_2019_001_T_ELAN
785e6e46-1a59-4ad7-a930-69d1d1ccabaf	[50248, 50253)	[40712, 40758)	T1_GP2_notes	BE_2019_001_T_ELAN
5b030d15-fbd9-4254-ba29-9139eecf461f	[50253, 50258)	[42448, 42478)	T1_GP2_notes	BE_2019_001_T_ELAN
430c3d0d-bdcc-4109-b0cf-2199deed9cca	[50258, 50263)	[43160, 43186)	T1_GP2_notes	BE_2019_001_T_ELAN
c4008e29-c05f-4d63-bac2-3ddc64216858	[50263, 50277)	[43692, 43716)	T1_GP2_notes	BE_2019_001_T_ELAN
73eaceb7-d963-42af-afcb-47b1ebe79afc	[50277, 50283)	[44899, 44930)	T1_GP2_notes	BE_2019_001_T_ELAN
91bf4f6c-637f-4744-8592-337b325f2d30	[50283, 50299)	[46330, 46347)	T1_GP2_notes	BE_2019_001_T_ELAN
64350a60-a11e-4489-80ea-69ff102205d3	[50299, 50304)	[47241, 47265)	T1_GP2_notes	BE_2019_001_T_ELAN
1b084a28-dc9e-41dc-b453-1e08ef200837	[50304, 50311)	[47266, 47279)	T1_GP2_notes	BE_2019_001_T_ELAN
5acc96d2-f416-4ca4-8f94-39172499ca9d	[50311, 50316)	[47559, 47589)	T1_GP2_notes	BE_2019_001_T_ELAN
20bc67e0-e7e6-4069-b3ca-fb5138f59d21	[50316, 50321)	[47629, 47658)	T1_GP2_notes	BE_2019_001_T_ELAN
baa6d8a0-b7f6-4eb4-9fbd-6f43d7c16725	[50321, 50329)	[49652, 49682)	T1_GP2_notes	BE_2019_001_T_ELAN
7d5017be-b65b-41cc-acb3-8d6c66ee1bf5	[50329, 50334)	[52103, 52188)	T1_GP2_notes	BE_2019_001_T_ELAN
1e3d561d-3bef-4c22-8b7b-6466cf308a22	[50334, 50341)	[54718, 54730)	T1_GP2_notes	BE_2019_001_T_ELAN
5a6506e8-bc27-4b59-bef8-d4349d05e2be	[50341, 50346)	[57018, 57036)	T1_GP2_notes	BE_2019_001_T_ELAN
d5f91ed6-98ef-437f-9961-5c32be9b8884	[50346, 50351)	[57285, 57311)	T1_GP2_notes	BE_2019_001_T_ELAN
7c04be1e-fd58-47da-82f6-9830bef8ad42	[50351, 50356)	[58573, 58603)	T1_GP2_notes	BE_2019_001_T_ELAN
82c29423-fdce-4702-8613-691676425687	[50356, 50361)	[58748, 58776)	T1_GP2_notes	BE_2019_001_T_ELAN
154c01c8-ff0d-4656-8e77-a12d8079d58a	[50361, 50366)	[59032, 59050)	T1_GP2_notes	BE_2019_001_T_ELAN
1778c17a-74e4-4c05-90b6-6e6945282840	[50366, 50371)	[59313, 59345)	T1_GP2_notes	BE_2019_001_T_ELAN
2568ff03-19fc-4d20-b895-39a1cc931e37	[50371, 50376)	[59844, 59885)	T1_GP2_notes	BE_2019_001_T_ELAN
8fc0a12a-5e7d-4409-bf74-41bed65be864	[50376, 50381)	[60016, 60064)	T1_GP2_notes	BE_2019_001_T_ELAN
adfcff90-28cd-484d-a366-e179ca7ad849	[50381, 50386)	[60383, 60439)	T1_GP2_notes	BE_2019_001_T_ELAN
80ad4790-60f7-47fa-8a2a-439a76bb8a72	[50386, 50391)	[61172, 61198)	T1_GP2_notes	BE_2019_001_T_ELAN
29158d0c-11db-422c-9e8f-c0974348358b	[50391, 50415)	[61608, 61642)	T1_GP2_notes	BE_2019_001_T_ELAN
e77ea5bd-daea-4fe8-87a9-2107e6a9aa9e	[50415, 50420)	[62440, 62486)	T1_GP2_notes	BE_2019_001_T_ELAN
3f6b35d0-6355-4457-a7bf-c03f702dfe88	[50420, 50425)	[62627, 62653)	T1_GP2_notes	BE_2019_001_T_ELAN
a516ce29-7986-47cf-bb27-c672baa7c6da	[50425, 50453)	[62733, 62815)	T1_GP2_notes	BE_2019_001_T_ELAN
b0a28960-c9e9-4e7e-8ad6-343c33a0a9d8	[50453, 50458)	[62855, 62934)	T1_GP2_notes	BE_2019_001_T_ELAN
c2f0d19f-f871-4113-a016-bbd5b384aa93	[50458, 50463)	[63210, 63237)	T1_GP2_notes	BE_2019_001_T_ELAN
b30ec303-5a37-4197-a3f1-e7a96054d099	[50463, 50468)	[63514, 63567)	T1_GP2_notes	BE_2019_001_T_ELAN
fa56beb3-549c-4165-8364-6ad32d61d5d9	[50468, 50505)	[65863, 65928)	T1_GP2_notes	BE_2019_001_T_ELAN
bb897ea3-ab93-49b1-aed5-54c40853abcf	[50505, 50510)	[66023, 66043)	T1_GP2_notes	BE_2019_001_T_ELAN
a46a92a9-ac99-457f-a351-ddc68ed24c06	[50510, 50515)	[66348, 66396)	T1_GP2_notes	BE_2019_001_T_ELAN
980d045f-5342-4742-90e8-f73144c7424c	[50515, 50520)	[68735, 68802)	T1_GP2_notes	BE_2019_001_T_ELAN
a2d60a4a-7938-4cef-a9a4-32f1c2a0a6b8	[50520, 50525)	[69074, 69102)	T1_GP2_notes	BE_2019_001_T_ELAN
27da0773-3abd-414b-86b5-4c18798901c2	[50525, 50543)	[69672, 69694)	T1_GP2_notes	BE_2019_001_T_ELAN
316569b3-81bf-4756-9017-792cfcdbe412	[50543, 50548)	[70091, 70116)	T1_GP2_notes	BE_2019_001_T_ELAN
964be495-f106-49d6-a4b8-4df59600acff	[50548, 50553)	[71970, 72007)	T1_GP2_notes	BE_2019_001_T_ELAN
92b46aa2-264d-4082-8d90-50c2dc6c142a	[50553, 50558)	[73977, 74004)	T1_GP2_notes	BE_2019_001_T_ELAN
c12008a9-e7fa-496d-9f11-39b089d2aef7	[50558, 50563)	[74060, 74099)	T1_GP2_notes	BE_2019_001_T_ELAN
e9ae22b5-0b8c-4615-9acb-f0792a661ed0	[50563, 50573)	[74654, 74666)	T1_GP2_notes	BE_2019_001_T_ELAN
419033f0-cd58-49e3-b3ac-5698711366d3	[50573, 50578)	[75066, 75078)	T1_GP2_notes	BE_2019_001_T_ELAN
59af8c58-330f-4c69-91b5-63c79d83ffe1	[50578, 50583)	[75801, 75861)	T1_GP2_notes	BE_2019_001_T_ELAN
de29afcc-ef74-4f66-bef8-c92773324329	[50583, 50588)	[75946, 76026)	T1_GP2_notes	BE_2019_001_T_ELAN
cdf92816-c868-4682-b59a-d6387dfa3250	[50588, 50593)	[76600, 76639)	T1_GP2_notes	BE_2019_001_T_ELAN
d2643c3f-4846-4762-8d62-47f9ce5ed4be	[50593, 50598)	[77203, 77222)	T1_GP2_notes	BE_2019_001_T_ELAN
bcba4d40-28b4-4351-a569-45d609d4f526	[50598, 50603)	[78783, 78825)	T1_GP2_notes	BE_2019_001_T_ELAN
00d28c8f-1e99-41aa-b316-ef63239004bf	[50603, 50608)	[79049, 79079)	T1_GP2_notes	BE_2019_001_T_ELAN
e3da70e2-0554-4f2a-bb6b-505f5133b410	[50608, 50613)	[79404, 79468)	T1_GP2_notes	BE_2019_001_T_ELAN
50187825-f87f-4ff3-bbab-0a49f7e8ed04	[50613, 50618)	[79684, 79732)	T1_GP2_notes	BE_2019_001_T_ELAN
01422a9d-7f73-40d3-8157-56ebc680d598	[50618, 50621)	[76, 88)	T1_Interviewer	BE_2019_001_T_ELAN
0688a93d-b5ca-4d1d-ac86-ab3ad867f77f	[50621, 50677)	[9652, 9746)	T1_Interviewer	BE_2019_001_T_ELAN
0e34c89b-577c-4f7f-a8f9-614e64c57ba0	[50677, 50693)	[9762, 9774)	T1_Interviewer	BE_2019_001_T_ELAN
c0d85a90-d4a3-4215-9553-6731624a9d24	[50693, 50701)	[60754, 60786)	T1_Interviewer	BE_2019_001_T_ELAN
3df8efca-0b54-4254-9159-f01a5edd050f	[50701, 50704)	[60954, 60968)	T1_Interviewer	BE_2019_001_T_ELAN
8058716c-489a-4d49-a7c5-85550d33a56b	[50704, 50731)	[60997, 61045)	T1_Interviewer	BE_2019_001_T_ELAN
2ad8b841-cad0-47f9-8bce-4b81ce243ef3	[50731, 50741)	[62810, 62883)	T1_Interviewer	BE_2019_001_T_ELAN
0c499e43-f376-450e-94bb-e8509cbbc920	[50741, 50755)	[63586, 63652)	T1_Interviewer	BE_2019_001_T_ELAN
cdaca9c1-befd-4b04-9d09-f9e740cfabe2	[50755, 50787)	[63680, 63754)	T1_Interviewer	BE_2019_001_T_ELAN
a154727e-3ca5-403c-aa8c-8043660f0a60	[50787, 50798)	[64940, 64964)	T1_Interviewer	BE_2019_001_T_ELAN
2336f85a-c62c-4542-b01c-7db8ab251038	[50798, 50803)	[65214, 65234)	T1_Interviewer	BE_2019_001_T_ELAN
385e25aa-f9a4-45b7-87b6-ced571ddbc06	[50803, 50839)	[66055, 66113)	T1_Interviewer	BE_2019_001_T_ELAN
a5647860-29fa-4977-b52b-26bd6a55db3d	[50839, 50868)	[66144, 66191)	T1_Interviewer	BE_2019_001_T_ELAN
199d0689-c5cb-431d-83d6-cd4b75a9f1ed	[50868, 50883)	[66429, 66466)	T1_Interviewer	BE_2019_001_T_ELAN
a27267dc-935d-473e-b504-7230753dfc8d	[50883, 50892)	[66841, 66860)	T1_Interviewer	BE_2019_001_T_ELAN
26048074-d351-4ca6-ab45-8e2bf3ed824b	[50892, 50906)	[66910, 66923)	T1_Interviewer	BE_2019_001_T_ELAN
f88462d0-b793-4006-92f2-bc52ea663607	[50906, 51019)	[67226, 67434)	T1_Interviewer	BE_2019_001_T_ELAN
3f15245b-e9cd-4983-886d-df36371e58c3	[51019, 51055)	[72924, 72970)	T1_Interviewer	BE_2019_001_T_ELAN
a3aca7b1-8bfd-42d8-aef2-bf69d8564280	[51055, 51069)	[73013, 73177)	T1_Interviewer	BE_2019_001_T_ELAN
f3a08c0e-9cb4-42b1-9eb4-f40e75bc5c53	[51069, 51128)	[74001, 74101)	T1_Interviewer	BE_2019_001_T_ELAN
7716e16f-a226-469b-9aeb-45e175d44d35	[51128, 51159)	[74151, 74240)	T1_Interviewer	BE_2019_001_T_ELAN
3881a8a5-9c80-42ea-ad4a-db03a5c155d2	[51159, 51162)	[77716, 77747)	T1_Interviewer	BE_2019_001_T_ELAN
a484034e-5c7c-4163-8118-03570523e616	[51162, 51169)	[78477, 78496)	T1_Interviewer	BE_2019_001_T_ELAN
1a983243-491e-438b-ae6d-2e2a334ce486	[51169, 51211)	[78844, 78897)	T1_Interviewer	BE_2019_001_T_ELAN
b8bb4f64-5b3c-4d53-a1a5-73d841140b0a	[51211, 51214)	[79851, 79872)	T1_Interviewer	BE_2019_001_T_ELAN
95a64f06-9451-4d7b-b8a6-b3d48adfb508	[51214, 51230)	[80100, 80141)	T1_Interviewer	BE_2019_001_T_ELAN
663fb402-78a4-4d61-a251-f9b915d952ec	[51230, 51240)	[18284, 18419)	T1_Interviewer_notes	BE_2019_001_T_ELAN
4d3f6b99-9d49-4103-bfb8-42359bbfb11c	[51240, 51263)	[60167, 60188)	T1_Interviewer_notes	BE_2019_001_T_ELAN
9d4c3f94-c50d-4e5f-8ba5-90d8a09ed2d1	[51263, 51268)	[75801, 75861)	T1_Interviewer_notes	BE_2019_001_T_ELAN
71ff5877-559e-477f-8af7-08343dd41b35	[51268, 51274)	[78362, 78404)	T1_Interviewer_notes	BE_2019_001_T_ELAN
0384c414-7522-433d-a84a-36409f6bd5d8	[51274, 51298)	[66144, 66207)	T1_Background_noises	BE_2019_001_T_ELAN
b4609e12-d1eb-489b-8a8a-b1fb901e1ab4	[51298, 51317)	[66702, 66759)	T1_Background_noises	BE_2019_001_T_ELAN
170eb313-232e-4944-b71a-b06bf1b75b95	[51317, 51340)	[66805, 66823)	T1_Background_noises	BE_2019_001_T_ELAN
1515cb26-a08b-4ed3-965e-4f1a4f252441	[51340, 51356)	[80525, 80533)	T2_Interviewerin	BE_2019_002_T_ELAN
9e62f1cf-5071-4776-8132-7794fa16cd39	[51356, 51395)	[80542, 80584)	T2_Interviewerin	BE_2019_002_T_ELAN
bfd7ce61-d3c7-4fd0-a8e7-c1c5286bf2ac	[51395, 51462)	[80584, 80728)	T2_Interviewerin	BE_2019_002_T_ELAN
41f8982c-a465-41a9-bbb1-62c07e4ad54c	[51462, 51507)	[80729, 80818)	T2_Interviewerin	BE_2019_002_T_ELAN
cd9ea464-a13b-4abc-87e7-08753289d669	[51507, 51564)	[80821, 80902)	T2_Interviewerin	BE_2019_002_T_ELAN
762200d3-ad80-4420-9d3f-50be5aa3871e	[51564, 51621)	[80962, 81052)	T2_Interviewerin	BE_2019_002_T_ELAN
2d0ba93e-3277-4488-8008-433cc9aa5572	[51621, 51698)	[81136, 81260)	T2_Interviewerin	BE_2019_002_T_ELAN
5df1d561-7d53-4360-a605-70a78f4d0991	[51698, 51701)	[81310, 81334)	T2_Interviewerin	BE_2019_002_T_ELAN
b1a812be-e2d2-4c0e-8fcb-998afc763f86	[51701, 51708)	[81522, 81540)	T2_Interviewerin	BE_2019_002_T_ELAN
212081a3-2592-4748-b626-a1e08b2b59c7	[51708, 51717)	[81664, 81683)	T2_Interviewerin	BE_2019_002_T_ELAN
0ab24b74-5425-4a1d-b362-20a00d3ef8ac	[51717, 51758)	[81700, 81790)	T2_Interviewerin	BE_2019_002_T_ELAN
11102fba-d9d9-491d-847a-3309d2dfd9c3	[51758, 51761)	[81830, 81843)	T2_Interviewerin	BE_2019_002_T_ELAN
5b26d872-b8a5-4b52-96ee-b38c94fdc229	[51761, 51763)	[81897, 81910)	T2_Interviewerin	BE_2019_002_T_ELAN
1e52bc3f-8a1a-4418-b63b-2aac9d1e9f74	[51763, 51833)	[82063, 82171)	T2_Interviewerin	BE_2019_002_T_ELAN
7d859e9b-7cf2-48ee-ae11-cacfa0b4da9d	[51833, 51871)	[82276, 82372)	T2_Interviewerin	BE_2019_002_T_ELAN
1c79029d-15b1-41da-a676-ed6cbc3fc2c6	[51871, 51927)	[82400, 82506)	T2_Interviewerin	BE_2019_002_T_ELAN
d3be4f69-603b-4ded-baec-edc2ccba8540	[51927, 52013)	[82527, 82650)	T2_Interviewerin	BE_2019_002_T_ELAN
72cb7d45-3929-47a5-b9ea-06350ba1b0e9	[52013, 52049)	[82928, 82966)	T2_Interviewerin	BE_2019_002_T_ELAN
2f2cd6bd-5527-4de0-ace2-974f272dc1bd	[52049, 52188)	[83004, 83175)	T2_Interviewerin	BE_2019_002_T_ELAN
2d87037c-3f7d-43cd-968b-88448c900bbe	[52188, 52192)	[83363, 83378)	T2_Interviewerin	BE_2019_002_T_ELAN
6c1e063a-751c-4524-8488-9c66573601cc	[52192, 52252)	[83385, 83490)	T2_Interviewerin	BE_2019_002_T_ELAN
3b157375-5f72-4c74-99c0-68db9215beae	[52252, 52270)	[83495, 83534)	T2_Interviewerin	BE_2019_002_T_ELAN
96938f46-35e0-43b5-9c59-cfccdda8d0ed	[52270, 52274)	[83578, 83587)	T2_Interviewerin	BE_2019_002_T_ELAN
15f02e38-1467-459d-870c-86bf6ba1ceb0	[52274, 52278)	[83656, 83670)	T2_Interviewerin	BE_2019_002_T_ELAN
e348a967-6e7a-497e-814a-37d57a1ca4d2	[52278, 52387)	[83672, 83849)	T2_Interviewerin	BE_2019_002_T_ELAN
54e5521c-b9ed-4da0-ad6a-50c60a3f6ccf	[52387, 52390)	[84036, 84049)	T2_Interviewerin	BE_2019_002_T_ELAN
ad4684d7-aeb5-4e25-9700-704330a18507	[52390, 52412)	[84196, 84252)	T2_Interviewerin	BE_2019_002_T_ELAN
ccd193fe-18d1-430f-9f41-4526e816ecd2	[52412, 52491)	[84356, 84444)	T2_Interviewerin	BE_2019_002_T_ELAN
22416f49-f569-4a9d-84b2-277f5db2001d	[52491, 52498)	[84516, 84534)	T2_Interviewerin	BE_2019_002_T_ELAN
6e4a159e-678f-4842-9c37-a4704a5ac611	[52498, 52506)	[84544, 84569)	T2_Interviewerin	BE_2019_002_T_ELAN
92fd5f4b-50ac-4f6b-9fb4-7742b31ebede	[52506, 52527)	[84774, 84810)	T2_Interviewerin	BE_2019_002_T_ELAN
c4c3f900-d5b3-4f6d-a4d4-240cf8200f46	[52527, 52537)	[84875, 84890)	T2_Interviewerin	BE_2019_002_T_ELAN
e49a1295-757f-42be-a440-6701aaa1d850	[52537, 52547)	[84918, 84938)	T2_Interviewerin	BE_2019_002_T_ELAN
9d5f5341-f440-4d77-8352-f2864677b83a	[52547, 52552)	[85030, 85043)	T2_Interviewerin	BE_2019_002_T_ELAN
d8b45022-ddf0-412a-9aac-e9935be9acf2	[52552, 52587)	[85123, 85172)	T2_Interviewerin	BE_2019_002_T_ELAN
61e7e595-360b-44b2-9125-d70d4c7d067a	[52587, 52595)	[85210, 85233)	T2_Interviewerin	BE_2019_002_T_ELAN
3e71f699-bfc3-4fa4-a95c-379dd8919a4a	[52595, 52624)	[85276, 85323)	T2_Interviewerin	BE_2019_002_T_ELAN
bcf69aa7-f994-4fbe-b6b1-adf86b3f2f7a	[52624, 52637)	[85326, 85408)	T2_Interviewerin	BE_2019_002_T_ELAN
1c3c77d1-d2b9-4466-b281-ef933e22d535	[52637, 52669)	[85469, 85512)	T2_Interviewerin	BE_2019_002_T_ELAN
b49cd2bf-c040-4491-a23e-75ebcb8b8d5a	[52669, 52734)	[85522, 85598)	T2_Interviewerin	BE_2019_002_T_ELAN
bd99494f-339a-4e9c-bffe-0185e9b2fb8e	[52734, 52754)	[85611, 85654)	T2_Interviewerin	BE_2019_002_T_ELAN
ea930665-421b-484d-93dc-611f719e09c1	[52754, 52786)	[85676, 85708)	T2_Interviewerin	BE_2019_002_T_ELAN
fa54696d-f36e-4d64-b576-a3fcb44bfcd1	[52786, 52834)	[85710, 85786)	T2_Interviewerin	BE_2019_002_T_ELAN
61f93576-1d47-4be9-8ea9-fea490e0027d	[52834, 52872)	[85797, 85866)	T2_Interviewerin	BE_2019_002_T_ELAN
97aa5942-cbdc-43b3-a4f4-628cde9c5b3b	[52872, 52974)	[85866, 85989)	T2_Interviewerin	BE_2019_002_T_ELAN
172ba60f-f82e-41ba-a5b4-5010b8fa1670	[52974, 53034)	[85998, 86089)	T2_Interviewerin	BE_2019_002_T_ELAN
4859a780-29b1-4a62-bf7a-0ef589ceea64	[53034, 53117)	[86090, 86193)	T2_Interviewerin	BE_2019_002_T_ELAN
682ae53c-f01b-4daa-9142-6cf0198c730e	[53117, 53263)	[86204, 86377)	T2_Interviewerin	BE_2019_002_T_ELAN
c695f63a-793a-42f9-a3f8-131795508d41	[53263, 53311)	[86377, 86462)	T2_Interviewerin	BE_2019_002_T_ELAN
b295380e-18d1-43b3-818a-98b30fcf9642	[53311, 53371)	[86465, 86577)	T2_Interviewerin	BE_2019_002_T_ELAN
9a49d168-fc75-4465-a609-4b6aed07b726	[53371, 53373)	[86716, 86719)	T2_Interviewerin	BE_2019_002_T_ELAN
50215330-f4c4-4085-8678-ab2cd882fb6f	[53373, 53387)	[87814, 87871)	T2_Interviewerin	BE_2019_002_T_ELAN
e2ce4ee4-50ae-449b-a044-86a18452db11	[53387, 53390)	[88244, 88256)	T2_Interviewerin	BE_2019_002_T_ELAN
28013a13-6422-471f-88df-fcbd72a0f102	[53390, 53425)	[89210, 89238)	T2_Interviewerin	BE_2019_002_T_ELAN
47c01883-8740-4c71-ba74-c95ce261e34b	[53425, 53446)	[89250, 89295)	T2_Interviewerin	BE_2019_002_T_ELAN
79d88126-c7be-4e28-99d2-2637af241c26	[53446, 53499)	[90914, 90984)	T2_Interviewerin	BE_2019_002_T_ELAN
e41d26ff-30ec-4820-821c-6d754b512915	[53499, 53539)	[91950, 91995)	T2_Interviewerin	BE_2019_002_T_ELAN
08de351e-b5e9-4513-8472-0d3c33299b03	[53539, 53556)	[92010, 92034)	T2_Interviewerin	BE_2019_002_T_ELAN
eee3a467-3eb6-46e8-8bf3-f095322bcbd5	[53556, 53558)	[92059, 92078)	T2_Interviewerin	BE_2019_002_T_ELAN
6346e971-a629-48ce-b43d-7d95336a56c8	[53558, 53622)	[92574, 92655)	T2_Interviewerin	BE_2019_002_T_ELAN
00892350-e49b-4a5a-bb19-477b24c7dafb	[53622, 53707)	[92662, 92781)	T2_Interviewerin	BE_2019_002_T_ELAN
1315cb8b-d7b1-4b2e-84d3-f34fecc9319b	[53707, 53750)	[92800, 92847)	T2_Interviewerin	BE_2019_002_T_ELAN
82f14788-bee8-4001-800c-ed942ce4ec68	[53750, 53861)	[92868, 92997)	T2_Interviewerin	BE_2019_002_T_ELAN
f2383921-5f79-4ba2-a6fa-76dac32e0713	[53861, 53863)	[94276, 94287)	T2_Interviewerin	BE_2019_002_T_ELAN
41e78243-0ee7-47a5-a914-f28e46f070b4	[53863, 53874)	[95034, 95061)	T2_Interviewerin	BE_2019_002_T_ELAN
da29b051-d117-4d91-b43e-cce37da89eb2	[53874, 53876)	[95147, 95151)	T2_Interviewerin	BE_2019_002_T_ELAN
c202403f-c5c5-4e62-90f2-909b54c379bb	[53876, 53878)	[95232, 95244)	T2_Interviewerin	BE_2019_002_T_ELAN
fb479801-fdce-457b-a5d9-d84de028dafe	[53878, 53885)	[95306, 95328)	T2_Interviewerin	BE_2019_002_T_ELAN
