sentence_id,char_range,frame_range,speaker_id,original_id
17ba4602-ff6f-4707-a4ab-6347a4406651,"[261786,261841)","[406265,406364)",10,5196
5bc29a93-d70f-46a7-b38a-221a96537f82,"[261841,261859)","[406363,406391)",10,5197
d8c51af8-cde3-4807-bff1-fb1e40335ab9,"[261859,261863)","[406390,406415)",10,4736
0d525455-9bfb-4aca-ac3c-58519f41bc5b,"[261863,261900)","[406414,406485)",10,5198
4a450d9a-51b4-4d24-a6c3-bfebc64189cd,"[261900,261922)","[406484,406536)",10,5199
27d4304e-a3dd-44c4-bbbd-c82c746bcb1e,"[261922,261926)","[406535,406556)",10,4736
259af461-ba10-4d2d-89da-7c80ac51526c,"[261926,261960)","[406555,406622)",10,5200
cd96e7d3-5135-4628-81dd-c54a7ba4ee2b,"[261960,261964)","[406621,406643)",10,4736
660e7c1b-5c49-46ab-82c0-768978928302,"[261964,261990)","[406642,406694)",10,5201
ef0cbe71-e9b8-4a6b-8ba6-45806481df2f,"[261990,261995)","[406693,406723)",10,4717
02a25d53-e13c-44d0-bd32-4ff4769a56dd,"[261995,262058)","[406722,406823)",10,5202
4d2fb572-d3d6-46cd-b469-59c21a181a8b,"[262058,262063)","[406822,406858)",10,4717
31a98efc-c541-42c6-b055-fa88bf812685,"[262063,262088)","[406857,406887)",10,5203
b7a5b442-93d8-49d1-8447-01b16f8bcae9,"[262088,262136)","[406886,406951)",10,5204
077be3e2-6ac5-40e1-ad12-babebdd2ec30,"[262136,262140)","[406950,406965)",10,4736
cf343726-7158-4bf3-918a-1ec6085ad4dc,"[262140,262191)","[406964,407033)",10,5205
92509204-1402-4e05-a92a-caf5174ec990,"[262191,262231)","[407065,407121)",10,5206
8bdff6a9-f3bd-4c7a-b589-e71cf936510d,"[262231,262236)","[407120,407158)",10,4717
527971ae-9100-4757-a79e-2b3a970916f4,"[262236,262293)","[407157,407256)",10,5207
404ebc42-3038-4358-89ca-2c93722aaad4,"[262293,262338)","[407255,407323)",10,5208
88f33498-4bbd-4dcf-bedd-8f0868c88c6c,"[262338,262341)","[407372,407381)",10,70
ca521472-7304-41b5-92a4-e55e61cf8341,"[262341,262349)","[407416,407431)",10,1048
20a8624b-ac39-48c9-97f4-c912c3ac2d3c,"[262349,262352)","[407462,407472)",10,70
0d835c78-dd23-4e25-a9a2-0884505d3b04,"[262352,262365)","[407471,407490)",10,5100
df0f0ca2-ff1c-4ba8-b98d-e21c67cc5ad6,"[262365,262373)","[407545,407568)",10,1048
22d92d6b-ce76-415e-93ff-084628293214,"[262373,262388)","[407598,407625)",10,5209
6e99076b-9e52-48de-bef0-9e4a89709c31,"[262388,262420)","[408311,408378)",10,5210
7c21420a-24e9-4846-9f4b-cd0bae27c904,"[262420,262444)","[408391,408430)",10,5211
506b2628-ca63-4d07-aac0-7ae3e7794d79,"[262444,262448)","[408429,408450)",10,4736
e42fba67-5a24-4676-bc39-af352ea5e42a,"[262448,262473)","[408449,408482)",10,5212
23c98a35-55a9-4e84-95ec-cb2acc467df8,"[262473,262477)","[408481,408499)",10,4736
c0d544b2-6f61-4de5-badc-f35a75b85ed9,"[262477,262521)","[408498,408559)",10,5213
c9344837-9ee7-408a-82f2-cf99d67bbf25,"[262521,262553)","[408558,408602)",10,5214
4ebf02bd-dc5d-4032-9b7b-b9ebe1fef845,"[262553,262560)","[408601,408635)",10,5215
58a36e48-f7b4-4904-bc97-b6c2822f9ba0,"[262560,262568)","[409058,409088)",10,1048
658af708-50b4-4ae6-bd4e-44eb7135b29a,"[262568,262599)","[409875,409922)",10,5216
4ba043bc-c8d3-4f7c-94d6-0f0b40e3afbe,"[262599,262616)","[410638,410667)",10,5217
473eed0e-539b-42b9-bcc5-17da6e5e4925,"[262616,262640)","[411439,411478)",10,5218
54d00725-82c7-48d8-aad7-bbad08403411,"[262640,262662)","[411477,411512)",10,5219
dcb2695a-3b5f-4171-aa2c-99c457fc4a29,"[262662,262667)","[411511,411540)",10,4717
f59e18e2-8b75-45fe-aebb-7ab979f93f74,"[262667,262719)","[411539,411633)",10,5220
93f3e41f-7835-4158-b224-1f92d5dcbaea,"[262719,262736)","[411632,411652)",10,5221
47485e28-3c2e-4850-92f4-b9ef2335f2a3,"[262736,262740)","[411651,411671)",10,4736
6cd966f2-3bb8-4528-9d76-61b79e518fc2,"[262740,262773)","[411670,411711)",10,5222
d4162e50-1674-496a-8b0e-60c5de04ef1c,"[262773,262815)","[411710,411786)",10,5223
86efafec-4ae4-44f0-9623-0eecc7fde609,"[262815,262851)","[411822,411858)",10,5224
4e8b61e4-a5be-4525-9790-2a4a1c2d6b8a,"[262851,262879)","[411857,411891)",10,5225
93055bc2-850a-49fa-9b23-ccc66e245930,"[262879,262908)","[411890,411931)",10,5226
e2ed3d5c-5fdb-44f9-bd30-18589ecccc48,"[262908,262933)","[412002,412045)",10,5227
3e252b68-5e20-485e-bea1-14216982bdb6,"[262933,262937)","[412044,412057)",10,4736
3a451487-0086-48a6-8472-a492a2cfc30f,"[262937,262947)","[412056,412080)",10,5228
e3ad9beb-218c-4e3e-af40-fd2468186e9b,"[262947,262989)","[413034,413098)",10,5229
3397e160-d001-4ba6-9fe0-49f8b13196ee,"[262989,263037)","[413097,413160)",10,5230
43ccb424-6616-4321-a42d-be9c4acfde5f,"[263037,263041)","[413159,413175)",10,4736
c19622bf-b76f-48b3-bdac-ff5bd4e960ec,"[263041,263066)","[413174,413217)",10,5231
a95b212c-90ae-42e3-93d6-711f2f945a24,"[263066,263097)","[413216,413257)",10,5232
451aa7cd-8e6f-420c-ac07-bf31f8956257,"[263097,263118)","[413256,413300)",10,5233
c2bde0aa-680b-4e0d-a1f9-3d45519f70ee,"[263118,263123)","[413299,413333)",10,4717
5f5c0d32-a1e5-404b-8ab0-473a93e0c52a,"[263123,263165)","[413332,413375)",10,5234
09c90db0-aa7c-4a4b-9b86-6008bbf1de6b,"[263165,263185)","[413374,413404)",10,5235
affb66aa-c163-4c21-93ad-b925d8d00105,"[263185,263218)","[413471,413516)",10,5236
f2e56017-3126-4120-9bc4-54b2c6a34ec0,"[263218,263247)","[414120,414155)",10,5237
c9eda9d8-b648-4ed7-87d5-18eee1e723c9,"[263247,263264)","[414643,414690)",10,994
7315be47-333e-48d5-a35f-9789b7ef271c,"[263264,263328)","[414712,414799)",10,5238
d732178b-8e7d-4e02-bd21-4630a5d4f105,"[263328,263336)","[415004,415020)",10,1048
a2c40ae1-f95f-4d30-b0c6-28680fa6a1b5,"[263336,263340)","[415107,415116)",10,1421
2639c18f-4941-4e71-ac9d-91fb16fe06bb,"[263340,263345)","[415115,415150)",10,4717
1b8fac11-3675-407b-9587-a6ed27e5924c,"[263345,263388)","[415149,415231)",10,5239
a3b1e5fd-b751-422d-aabd-802e5105e45e,"[263388,263405)","[415351,415400)",10,5240
d147054b-73c5-42d2-9526-1208d9b15955,"[263405,263455)","[415469,415537)",10,5241
738fa7d5-ee93-4f1e-8cce-3953b1e7cae3,"[263455,263512)","[415536,415610)",10,5242
f48c037c-ffcb-4e83-82f5-072ca55dc780,"[263512,263546)","[415609,415649)",10,5243
9078dbb9-dc9d-477d-bf03-be65bea53ba6,"[263546,263586)","[415648,415718)",10,5244
d921e531-72c9-4c62-af11-8e78baea5e0e,"[263586,263591)","[415772,415786)",10,1343
7a2d76b8-e1ba-4f01-84e8-e6bead903f2f,"[263591,263611)","[415929,415973)",10,5245
ae680d81-1d48-4c10-b6f9-5c2122c841e0,"[263611,263638)","[416016,416065)",10,5246
72a1e5f6-d3da-463c-991c-57f162f1c06f,"[263638,263642)","[416064,416079)",10,4736
8e21f59d-0687-4805-8993-dc0ae5468d6a,"[263642,263659)","[416078,416108)",10,5247
d0526934-ed45-41b3-8242-9f2f510f1ad3,"[263659,263663)","[416107,416128)",10,4736
c9f4babc-e51b-43b4-8643-fac150cf06d7,"[263663,263691)","[416127,416170)",10,5248
509745a3-9111-455b-83b1-68777f9f69fd,"[263691,263734)","[416220,416278)",10,5249
cfa00062-6225-4b89-8ed4-e17c4ae6acd3,"[263734,263747)","[416338,416367)",10,5250
2b45ad35-8457-4254-9726-c9061e8ecec0,"[263747,263782)","[416388,416438)",10,5251
6b2d1016-a903-45ff-a4fa-7f2337ec80fb,"[263782,263786)","[416437,416461)",10,4736
6f58a029-958f-4260-b8a8-60bcab3b9855,"[263786,263844)","[416460,416537)",10,5252
a6fadf61-00fa-4f92-be1e-efa175d6e4e3,"[263844,263866)","[416536,416559)",10,5253
8b55385d-feb3-4bfd-8884-d5558ee5c7af,"[263866,263917)","[416823,416900)",10,5254
0baa3999-ab2b-43eb-a6ed-1a262f03d035,"[263917,263921)","[416899,416923)",10,4736
6e68ae12-a447-4e92-bd3e-fb6d6cf045c9,"[263921,263940)","[416922,416948)",10,5255
162b49d5-ea1a-4e9c-8ed7-4e2be1694f3b,"[263940,263997)","[416947,417023)",10,5256
a2966d23-136e-49cd-a906-f2655ef90bf3,"[263997,264060)","[417062,417138)",10,5257
6709e983-e106-4607-844e-5570569cd32c,"[264060,264064)","[417137,417159)",10,4736
eaa480c7-9a10-4c1a-ab51-165d605d2473,"[264064,264091)","[417158,417198)",10,5258
63e3aa79-d11c-42fb-bf4a-6a0e6be798ba,"[264091,264102)","[417235,417262)",10,1302
e91e3936-78f9-4e2b-a3c2-ea6655b7d1aa,"[264102,264113)","[417737,417747)",10,5259
f7ba42d5-90c2-4239-8e0d-29c762226a2a,"[264113,264117)","[417746,417766)",10,4736
31e7c1c2-8656-490e-8cb0-3817d63c227e,"[264117,264154)","[417765,417806)",10,5260
f8636a80-376d-4114-a83a-2581b8368a16,"[264154,264173)","[417805,417831)",10,5261
161413b9-4ec5-4504-adea-8c6bfad4e23f,"[264173,264209)","[417830,417875)",10,5262
11425860-5f7f-4a8e-8cd6-bffbd9985b3f,"[264209,264235)","[417967,417997)",10,5263
1b2c8849-e7c6-4f02-b4c4-6cc190cfe732,"[264235,264247)","[418525,418557)",10,5264
42543555-9604-4431-bf7f-ce8e301f895c,"[264247,264267)","[418556,418582)",10,5265
b4d67ca4-2669-4238-9a40-da2b2679af00,"[264267,264284)","[418581,418612)",10,5266
146d02d9-81dc-49da-b858-bd9d838407f7,"[264284,264320)","[418805,418844)",10,5267
d745c389-14dc-4017-999f-f5530ad5d9d6,"[264320,264333)","[418912,418936)",10,5268
8fc04868-86df-405f-be99-78a4e6bb56e1,"[264333,264336)","[419049,419061)",10,70
33895bf2-c84c-4b52-8e24-308a2caafc2b,"[264336,264395)","[419073,419148)",10,5269
daef2bec-54db-4621-b776-fda269abb559,"[264395,264426)","[419147,419188)",10,5270
4f4fa0c5-d7b4-4e53-bd12-25b35f20ce06,"[264426,264431)","[419476,419494)",10,5271
e7a5a374-5e21-4e60-8014-c04e84a2d2e6,"[264431,264441)","[419664,419702)",10,5272
0b2ed267-db12-4c52-a975-0f01a105ff49,"[264441,264474)","[419701,419744)",10,5273
77570c8c-0d2b-4122-8c3a-64dbfc39144d,"[264474,264525)","[419743,419796)",10,5274
a6fffe92-4af7-4066-b085-b3077970f25c,"[264525,264529)","[419795,419811)",10,4736
fa79cd59-747f-4642-b451-a45c7bdf7803,"[264529,264536)","[419810,419827)",10,3022
36fb1883-c9d8-4c7a-a4b8-0e5c4504c087,"[264536,264569)","[419847,419884)",10,5275
5ff038ee-433b-44bd-94bd-fbca7a8304ae,"[264569,264586)","[419883,419912)",10,5276
f5c7b650-9848-4b7f-8918-f72af65faef0,"[264586,264610)","[419935,419972)",10,5277
3ca5daec-de51-4094-bd74-1b599cdc42c8,"[264610,264614)","[419971,419989)",10,4736
3f2c4513-140c-4354-b479-1ac16ec96609,"[264614,264630)","[419988,420023)",10,5278
f3518fca-5d0d-4bf3-a743-3c631ba089d8,"[264630,264634)","[420022,420036)",10,4736
27c21ea9-67b5-4b19-9dfe-59d12de23b8a,"[264634,264659)","[420035,420073)",10,5279
f7466b5c-60b3-4758-9121-37ef0908ad89,"[264659,264694)","[420072,420130)",10,5280
44c36a46-2bbe-4b21-82fe-72e958e05cc4,"[264694,264722)","[420129,420165)",10,5281
bd55f06f-8381-40a9-8b1a-15768c2f0544,"[264722,264727)","[420164,420192)",10,4717
1667b9ac-9c72-48ab-81c2-fb7fc0b79306,"[264727,264751)","[420191,420221)",10,5282
bf04f083-bf9e-49ad-8b42-533c1781f04c,"[264751,264791)","[420301,420346)",10,5283
2d934cc3-fc61-4a94-b833-671bb762a808,"[264791,264796)","[420359,420370)",10,1343
a9bb83a5-e87b-40ba-980e-1558fb3f5ecc,"[264796,264855)","[420462,420548)",10,5284
cd102c3e-8d4d-462f-98e2-88521f38b7a8,"[264855,264899)","[420547,420603)",10,5285
d731de00-c4d5-48ff-9e22-2c168136b641,"[264899,264903)","[420602,420615)",10,4736
8d77425a-58d9-4c7b-a57d-46df903167c5,"[264903,264936)","[420614,420655)",10,5286
4e4cedcb-f582-4e80-bd95-69011b4bcaac,"[264936,264973)","[420902,420944)",10,5287
753338e5-35f4-400a-b31f-a9760e88c1c4,"[264973,264978)","[420943,420978)",10,4717
fa9d3ed9-9308-4c45-a6cb-c443f673ef7c,"[264978,265028)","[420977,421042)",10,5288
030bae60-e50e-4c21-9915-97cf43a66a29,"[265028,265074)","[421041,421110)",10,5289
9b205af2-73d4-4499-a463-191bcb47df8a,"[265074,265134)","[421109,421175)",10,5290
390f2837-af68-40dd-b5a3-27497ac5091d,"[265134,265193)","[421174,421231)",10,5291
bff7d27c-197a-4980-a9f1-c216bb13454f,"[265193,265214)","[421230,421276)",10,5292
c987806b-45d2-4ad7-9780-7f7f4dfeaeca,"[265214,265217)","[421317,421331)",10,70
48c3625f-fd8e-45a0-8de3-4652e40fc7d4,"[265217,265234)","[422149,422186)",10,994
52555993-b57e-49a9-b426-81477e0227e2,"[265234,265242)","[423129,423164)",10,1048
f1fd045b-3ace-41ca-8550-9e23df6e5f4a,"[265242,265266)","[426629,426685)",10,5293
f3c9b25b-14a3-4f1c-a41e-03aa998bfe44,"[265266,265279)","[426684,426718)",10,5294
2a433a51-a021-419d-b086-ac3628fa9da6,"[265279,265283)","[426717,426742)",10,4736
c37cf085-7255-46cf-883b-534efceca1c5,"[265283,265325)","[426741,426806)",10,5295
55e44591-dca0-4bd5-819e-925a3b3bf849,"[265325,265329)","[426805,426826)",10,4736
f35ca5b2-1969-4fcb-b266-06a5e6e3da23,"[265329,265356)","[426825,426866)",10,5296
12ef7e25-fd7a-4d01-913d-21a586441ff4,"[265356,265360)","[426865,426879)",10,4736
b2939b24-a6d8-451d-96b0-b8c9c571eb05,"[265360,265393)","[426878,426925)",10,5297
f07c97fc-868f-4b24-b1c9-83a85d45e4e9,"[265393,265398)","[426924,426951)",10,4717
ebfd7dc2-9c35-4e19-90d5-f72157b283da,"[265398,265413)","[426950,426979)",10,5298
f4e77e5e-5ff0-4564-af4e-c6831dc7ffcd,"[265413,265419)","[426978,427035)",10,4820
a70c584b-53c8-412b-87e8-f9b56aa3f98a,"[265419,265441)","[427034,427074)",10,5299
7a6d6f15-5723-4073-8810-cc499c2a2e06,"[265441,265484)","[427073,427136)",10,5300
921b6162-5aaf-40b9-a541-8ec8cb21989c,"[265484,265489)","[427135,427162)",10,4717
e690e09c-0725-43fe-a049-144bc969e44c,"[265489,265548)","[427161,427234)",10,5301
ad10182a-c77f-4e8c-9922-753c31aad265,"[265548,265553)","[427233,427265)",10,4717
0deba9e2-dc4c-4ef8-b178-1f050bb59ce9,"[265553,265578)","[427264,427300)",10,5302
bb911b9a-edeb-44ba-ab01-12feba6f7bad,"[265578,265582)","[427299,427325)",10,4736
6a7f5637-28d4-4ec4-8fb0-7cbe987f0579,"[265582,265606)","[427324,427376)",10,5303
382466d0-abf2-40e4-ba28-e12c86287171,"[265606,265611)","[427375,427408)",10,4717
4ab0e819-784d-4220-996e-94a38736208a,"[265611,265661)","[427407,427488)",10,5304
c37aac23-d858-46b4-be66-9776f4460a96,"[265661,265696)","[427487,427555)",10,5305
2e01e8fb-3130-4fe7-993a-31ed200141b1,"[265696,265699)","[427575,427584)",10,70
3f990d0c-399f-4a8e-b8b2-49badf53347b,"[265699,265719)","[427672,427707)",10,5306
2ea1251b-944c-4fb2-95b5-5116266b093a,"[265719,265743)","[427726,427754)",10,5307
3d513133-186a-44d4-a513-6aff410b5cb2,"[265743,265747)","[427753,427777)",10,4736
c1752088-1aae-4054-9f67-482536190e1c,"[265747,265764)","[427776,427827)",10,994
95f2d2a5-919e-4d34-a5b2-60e474f9c8a1,"[265764,265785)","[427989,428037)",10,5308
a2518fdc-ce96-4b30-868f-3e3c98f32e28,"[265785,265809)","[428078,428130)",10,5309
8f8a8f5a-0d1b-4cf9-ab6a-afb67183fdb6,"[265809,265845)","[428245,428291)",10,5310
f6441c42-6afa-431f-afe5-09b7cc035cbc,"[265845,265875)","[428290,428338)",10,5311
54f2c55c-01a8-46c2-b585-b97a91f4e4a7,"[265875,265910)","[428393,428437)",10,5312
3459afe6-6fe7-4f22-b703-2b6e5f64c79b,"[265910,265915)","[428436,428463)",10,4717
86deb525-42d0-4386-84c2-ddfc1b6d7905,"[265915,265965)","[428462,428516)",10,5313
97423efe-cc0d-4101-baaf-c05c2716911c,"[265965,266015)","[428515,428581)",10,5314
0360a761-e425-4292-ad7e-0fb586202ed7,"[266015,266020)","[428580,428625)",10,4717
f75423d6-8850-4121-8a77-3026478803c5,"[266020,266062)","[428624,428682)",10,5315
273fb20b-add2-45b7-be07-01dd7ae5f97c,"[266062,266123)","[428681,428777)",10,5316
b77dbe12-3249-4296-9440-f0e7b0171093,"[266123,266127)","[428816,428832)",10,5317
676e4502-2908-4c94-819e-3fd531198cd9,"[266127,266172)","[428843,428915)",10,5318
d7bd1d5d-db97-42e6-839c-76c7c7a701b0,"[266172,266216)","[428914,428974)",10,5319
6f5b35e3-fe9c-4a81-ba1f-8b0f24d68d3c,"[266216,266220)","[428973,428987)",10,5317
02730b2b-f8ae-4a6a-abc9-8e879ecab422,"[266220,266224)","[428986,429001)",10,4736
3ee9023d-8e1b-4d86-9641-101513bd3839,"[266224,266262)","[429000,429043)",10,5320
54badb55-51f8-43d6-8721-63d06dd0f0fd,"[266262,266290)","[429042,429077)",10,5321
eb66d89a-da82-476d-a073-31794a3f2040,"[266290,266307)","[429125,429142)",10,994
b1634c04-eec6-4d1a-941a-3c2f768abee6,"[266307,266312)","[429320,429337)",10,1343
8b637fde-5fc1-48a9-b2ef-48f8196e12d2,"[266312,266348)","[430008,430053)",10,5322
493fb31a-2b09-4aa1-a3a3-82af44d89663,"[266348,266394)","[430052,430130)",10,5323
7e7533af-a0b9-42e9-a853-32fe97e1b2bc,"[266394,266448)","[430243,430325)",10,5324
cf4b4166-f7fc-4b06-99fe-e56043b6b9bb,"[266448,266456)","[430406,430461)",10,1048
8e30cc6c-6bae-43f1-a0bc-7430d0739093,"[266456,266477)","[430846,430876)",10,5325
b0128142-dfbf-401d-a0ae-757d4a56639f,"[266477,266525)","[430908,430985)",10,5326
58a8ff21-d464-4f3c-b416-10da4ce59b12,"[266525,266581)","[430984,431048)",10,5327
44840087-ea29-47f5-8949-962bbf3fe4dc,"[266581,266585)","[431047,431060)",10,4736
520c9217-9b25-44cf-8513-acd7cf10475c,"[266585,266639)","[431059,431139)",10,5328
0d729587-1f42-4a34-8cc0-ce661e95120b,"[266639,266643)","[431138,431150)",10,4736
950cbd9e-29cc-499b-ae3b-2ac360d82f72,"[266643,266647)","[431149,431161)",10,1421
84f86b16-8df1-42e5-865b-8dfb4f1015c7,"[266647,266652)","[431160,431202)",10,4717
076ce23b-0934-48cc-a8f9-aa3eb4506e07,"[266652,266672)","[431201,431232)",10,3428
ebb404f7-bef2-4125-b04e-5289a1ee5323,"[266672,266703)","[431331,431372)",10,5329
679a1a99-aa06-4a8a-8375-6404d16a102d,"[266703,266719)","[431371,431397)",10,5330
709ac2f5-8c3f-4f1e-bdad-7ebbc0756fce,"[266719,266722)","[431458,431469)",10,70
dcf863e3-becf-43c9-bb5b-a4c88b6fcc1f,"[266722,266730)","[431845,431872)",10,1048
fc383a4d-fbb6-43a8-b836-21d9246bb6c1,"[266730,266734)","[431904,431916)",10,5317
8b23137b-7df9-41ab-b669-def9ce242197,"[266734,266780)","[431936,431999)",10,5331
1d4f1b47-4595-416b-bf17-ca18d5a1a6f7,"[266780,266833)","[431998,432061)",10,5332
98c64e13-be85-40a9-955e-a83835b9978e,"[266833,266841)","[432094,432107)",10,5333
a059ffe8-9289-4eca-b6da-d22c9bac8a88,"[266841,266877)","[432364,432463)",10,5334
5f20aa83-0b92-4c0d-b586-459f168135b5,"[266877,266930)","[433138,433217)",10,5335
df6099ea-98b5-49fd-81d1-0ce88b04d2b7,"[266930,266970)","[433216,433260)",10,5336
ce0d11c5-1ff2-4bb8-b8bf-6c4267325e50,"[266970,266974)","[433259,433279)",10,4736
1f5c166a-7030-49a1-8c11-d640b1bdf8a4,"[266974,266992)","[433278,433317)",10,5337
942af58e-3b5a-49ab-9673-84a729db9236,"[266992,267032)","[433391,433453)",10,5338
2edaa629-612d-4ab2-af91-574a4922cb33,"[267032,267036)","[433452,433468)",10,4736
c9dd7199-d5d9-43ed-8c2f-a1a593e04962,"[267036,267085)","[433467,433530)",10,5339
5a134299-2760-47b8-9aa6-0491f1c83c7c,"[267085,267090)","[433529,433563)",10,4717
354b15f3-29b5-4c98-afa9-915289a58274,"[267090,267093)","[433562,433586)",10,70
d55d027c-0c8d-4b96-ab7c-c0b54a39650c,"[267093,267108)","[433841,433887)",10,5340
e74f6650-b261-4235-ac01-166720e75ee3,"[267108,267112)","[433886,433897)",10,4736
cdba9703-02d2-4b0d-958e-53a2bffa98cd,"[267112,267116)","[433896,433912)",10,519
1cf05bf4-2cfd-4ed0-ae80-728e76bb6d78,"[267116,267147)","[434032,434092)",10,5341
0dd2e080-caf5-40d4-9823-fafbd793815f,"[267147,267152)","[434091,434130)",10,4717
e91768ca-5870-4617-848a-153fdd2e4c5b,"[267152,267222)","[434129,434220)",10,5342
61f15b55-938c-4d77-99ab-1a1eb1561ce1,"[267222,267249)","[434219,434260)",10,5343
94143490-7dca-4c10-a6ea-a17f07b5b0b2,"[267249,267254)","[434259,434290)",10,4717
59fbe1f0-198b-4e78-9ded-1cf9c318c565,"[267254,267286)","[434289,434340)",10,5344
ef57e2ec-9c82-4e79-9b1b-b917ac8fbad4,"[267286,267294)","[434400,434449)",10,1048
dff59b8b-3cec-41ad-bd2a-493ac4ed950c,"[267294,267332)","[434617,434678)",10,5345
8a5a3d00-a61c-4526-b3d0-e60c0786e353,"[267332,267356)","[434677,434711)",10,5346
6b32665d-497f-4ffd-af36-c0743a422acd,"[267356,267360)","[434710,434718)",10,4736
9a9067b2-80de-4851-829b-bea24b2a7503,"[267360,267390)","[434717,434757)",10,5347
c45f6104-6e3e-4edc-85b2-9d4d15f4adc1,"[267390,267394)","[434756,434779)",10,4736
edc214a5-8a86-4e1b-a527-99f2f3b0c224,"[267394,267425)","[434778,434829)",10,5348
1048f57b-ed84-46fe-8068-6bbd879e3c47,"[267425,267431)","[434828,434884)",10,4820
eb3db101-7a95-4bb0-8f02-a6908e74daba,"[267431,267461)","[434883,434932)",10,5349
82ad1091-3e1f-4c02-8724-d541b47c176b,"[267461,267469)","[434931,434959)",10,1048
da0d1a97-bef0-4bf6-ae58-2bea36d02977,"[267469,267484)","[435048,435080)",10,5350
976e8969-c4f6-4b55-a1ea-3ffc4e6b2da7,"[267484,267506)","[435106,435161)",10,5351
23a8bf00-e69e-4b28-b119-fa105997658a,"[267506,267545)","[435166,435232)",10,5352
85d54cc7-1530-43f8-b6d5-d8cc91d2e96b,"[267545,267579)","[435268,435339)",10,5353
92164550-bcf3-4c58-b85a-8d7e79a67d9e,"[267579,267627)","[435558,435632)",10,5354
a58b7d31-de94-494d-b022-36920da41a49,"[267627,267631)","[435665,435677)",10,5317
fc996881-f58d-47e9-abac-1f5e68d98852,"[267631,267635)","[435676,435689)",10,4736
6c883dfb-4db1-4866-b876-05033d00d22d,"[267635,267678)","[435688,435754)",10,5355
11285a41-7aa6-4749-89c5-c74852bf145c,"[267678,267742)","[435753,435839)",10,5356
deffd3c2-2467-4969-b39c-8f12392ada7f,"[267742,267783)","[435838,435898)",10,5357
f1601d1f-9603-4884-9b13-03d6dc213882,"[267783,267792)","[435897,435921)",10,3637
c6fa53dc-cc86-42ed-95ca-3d66afd2e31d,"[267792,267835)","[435920,435975)",10,5358
96937a13-a24a-430b-973a-714aa36bbacb,"[267835,267868)","[435974,436017)",10,5359
2f165f8b-b742-434e-8960-930cf8abfae9,"[267868,267913)","[436094,436147)",10,5360
fa0b50a4-a6ab-44e4-872b-ddbdd34e5fc0,"[267913,267917)","[436146,436166)",10,4736
6d096b75-f14a-430d-9c48-4e86e5dd97be,"[267917,267944)","[436165,436228)",10,5361
4c69ccb2-2f31-49bd-93ed-45504081dbec,"[267944,267952)","[436227,436253)",10,1048
dec34ad3-4940-4486-8730-a2b63dae2cb3,"[267952,267955)","[436296,436309)",10,70
0175a8ff-bddf-416e-bf2a-d047aa282f29,"[267955,267978)","[436344,436380)",10,5362
14c39f55-f4fa-4bdc-bd80-7fde43692c3b,"[267978,267997)","[436379,436409)",10,5363
3dfab30e-b6e7-48f8-9d46-d3290b19272c,"[267997,268041)","[436557,436614)",10,5364
f41c08cf-3da2-4d28-aafd-c9cfbd7bcd2b,"[268041,268082)","[436613,436673)",10,5365
29405767-7765-4284-9dad-9a209066ba01,"[268082,268132)","[436672,436741)",10,5366
58d3525a-1f5a-488d-9d19-b8fbb07d1794,"[268132,268176)","[436802,436864)",10,5367
80bc373c-705f-42f6-a50b-e68798602c7e,"[268176,268207)","[436863,436908)",10,5368
ae47c2d4-8b92-42a8-87fb-731c69c4ddea,"[268207,268244)","[436907,436950)",10,5369
6be53b78-6fc6-4a6b-99ca-302615996f9d,"[268244,268256)","[437042,437070)",10,5370
1024ca12-d89f-40e7-9fc7-6c94b2a8fc4f,"[268256,268301)","[437124,437187)",10,5371
34ab4ade-f1e9-4937-add1-793dce136b99,"[268301,268344)","[437186,437232)",10,5372
83db1dec-b3f7-4c0f-8e60-4870af585971,"[268344,268394)","[437231,437286)",10,5373
e55d34b4-517c-44f6-80d9-70c5ec30d5ad,"[268394,268404)","[437384,437413)",10,1261
d09e9d23-67d7-4814-9f44-10d1be834287,"[268404,268424)","[437535,437569)",10,5374
72ddd656-de5c-43b5-a350-7be70748d934,"[268424,268456)","[437638,437672)",10,5375
fcdf9f50-fa16-4e97-be25-3c40517cbac2,"[268456,268501)","[437671,437727)",10,5376
bb9cd40c-6d37-4ba0-ab1e-280909ec7d37,"[268501,268504)","[437837,437863)",10,70
8658cf7a-c75f-4e8f-82df-eb5ad7158e70,"[268504,268508)","[437880,437895)",10,5317
1eb89435-5b7c-43bc-803d-f852b05c4d9d,"[268508,268513)","[437924,437939)",10,1343
e8f374b4-0918-4f46-ade4-33c41fa4b082,"[268513,268517)","[438035,438044)",10,5317
d968496a-b5b6-4583-8a58-0f5940214dcb,"[268517,268537)","[438290,438360)",10,5377
ca110e2a-0945-4ca5-8452-8daf8b64f01b,"[268537,268589)","[438662,438732)",10,5378
bc8951be-6517-4d48-99a9-2ae2d744b935,"[268589,268635)","[438731,438789)",10,5379
210de7d2-9b6b-49b7-8a6d-7ae43efed017,"[268635,268681)","[438788,438841)",10,5380
41236add-4e70-4b8e-b49c-3157064903f9,"[268681,268686)","[438840,438873)",10,4717
a868dff8-d243-4c5a-9ae9-b80916dddd60,"[268686,268702)","[438872,438903)",10,5381
c54cf333-726a-4ab8-bcce-d33d0b0601e5,"[268702,268766)","[438902,438963)",10,5382
7c76a533-530a-4950-aa93-35d974b7a20f,"[268766,268787)","[438962,438994)",10,5383
