notes_id,char_range,frame_range,text_id,speaker_id
2744,"[936419,936420)","[1521218,1521249)",2,T20_GP2
2745,"[936420,936421)","[1522358,1522371)",2,T20_GP2
2746,"[936421,936422)","[1522491,1522507)",404,T20_GP2
2747,"[950156,950157)","[1523343,1523375)",2,T21_GP1
2748,"[950157,950158)","[1527567,1527584)",2,T21_GP1
2749,"[950158,950159)","[1528583,1528595)",2,T21_GP1
2750,"[950159,950160)","[1531445,1531457)",2,T21_GP1
2751,"[950160,950161)","[1535985,1536275)",405,T21_GP1
2752,"[950161,950162)","[1540382,1540397)",2,T21_GP1
2753,"[950162,950163)","[1544222,1544248)",2,T21_GP1
2754,"[950163,950164)","[1545249,1545255)",2,T21_GP1
2755,"[950164,950165)","[1552423,1552435)",2,T21_GP1
2756,"[950165,950166)","[1558566,1558581)",2,T21_GP1
2757,"[950166,950167)","[1559196,1559207)",2,T21_GP1
2758,"[950167,950168)","[1560176,1560190)",2,T21_GP1
2759,"[950168,950169)","[1561271,1561299)",2,T21_GP1
2760,"[959090,959091)","[1522668,1522686)",2,T21_GP2
2761,"[959091,959092)","[1523004,1523021)",2,T21_GP2
2762,"[959092,959093)","[1525808,1525833)",2,T21_GP2
2763,"[959093,959094)","[1530311,1530324)",24,T21_GP2
2764,"[959094,959095)","[1534631,1534658)",2,T21_GP2
2765,"[959095,959096)","[1536797,1536817)",2,T21_GP2
2766,"[959096,959097)","[1537000,1537012)",341,T21_GP2
2767,"[959097,959098)","[1538078,1538097)",2,T21_GP2
2768,"[959098,959099)","[1539258,1539268)",2,T21_GP2
2769,"[959099,959100)","[1540371,1540384)",2,T21_GP2
2770,"[959100,959101)","[1543061,1543081)",2,T21_GP2
2771,"[959101,959102)","[1545499,1545514)",2,T21_GP2
2772,"[959102,959103)","[1547604,1547618)",2,T21_GP2
2773,"[959103,959104)","[1558290,1558299)",2,T21_GP2
2774,"[959104,959105)","[1560188,1560207)",406,T21_GP2
2775,"[959105,959106)","[1560816,1560929)",406,T21_GP2
2776,"[959106,959107)","[1561051,1561192)",406,T21_GP2
2777,"[963340,963341)","[1562440,1562459)",2,T22_GP1
2778,"[963341,963342)","[1564451,1564481)",2,T22_GP1
2779,"[963342,963343)","[1569754,1569777)",2,T22_GP1
2780,"[963343,963344)","[1570120,1570150)",2,T22_GP1
2781,"[963344,963345)","[1573843,1573853)",2,T22_GP1
2782,"[963345,963346)","[1574072,1574095)",2,T22_GP1
2783,"[963346,963347)","[1574774,1574782)",2,T22_GP1
2784,"[963347,963348)","[1575073,1575108)",2,T22_GP1
2785,"[963348,963349)","[1575202,1575333)",2,T22_GP1
2786,"[963349,963350)","[1575889,1575906)",2,T22_GP1
2787,"[963350,963351)","[1578353,1578376)",2,T22_GP1
2788,"[967400,967401)","[1562430,1562452)",2,T22_GP2
2789,"[967401,967402)","[1566528,1566544)",2,T22_GP2
2790,"[967402,967403)","[1566804,1566822)",2,T22_GP2
2791,"[967403,967404)","[1567492,1567507)",2,T22_GP2
2792,"[967404,967405)","[1569017,1569039)",2,T22_GP2
2793,"[967405,967406)","[1569763,1569787)",2,T22_GP2
2794,"[967406,967407)","[1569983,1569988)",2,T22_GP2
2795,"[967407,967408)","[1571284,1571312)",2,T22_GP2
2796,"[967408,967409)","[1573005,1573032)",2,T22_GP2
2797,"[967409,967410)","[1575902,1575921)",2,T22_GP2
2798,"[967410,967411)","[1576131,1576177)",2,T22_GP2
2799,"[967411,967412)","[1577966,1578035)",2,T22_GP2
2800,"[967412,967413)","[1578357,1578366)",2,T22_GP2
